"sales_person","country","product","sale_date","amount","boxes_shipped","amount_numeric","sale_date_actual"
"Oby Sorrel","UK","70% Dark Bites","16/03/2023","$6,800.26",187,6800.26,"2023-03-16"
"Kelci Walkden","UK","99% Dark & Pure","12/08/2023","$3,927.83",123,3927.83,"2023-08-12"
"Gigi Bohling","New Zealand","After Nines","21/01/2023","$5,833.80",196,5833.8,"2023-01-21"
"Oby Sorrel","Australia","50% Dark Bites","06/05/2023","$733.08",147,733.08,"2023-05-06"
"Oby Sorrel","Canada","50% Dark Bites","24/06/2023","$7,164.51",140,7164.51,"2023-06-24"
"Barr Faughny","USA","White Choc","05/05/2023","$7,900.52",175,7900.52,"2023-05-05"
"Rafaelita Blaksland","New Zealand","99% Dark & Pure","25/03/2023","$3,550.76",85,3550.76,"2023-03-25"
"Curtice Advani","Australia","Caramel Stuffed Bars","14/02/2023","$10,281.51",136,10281.51,"2023-02-14"
"Curtice Advani","New Zealand","85% Dark Bars","12/05/2023","$5,936.81",180,5936.81,"2023-05-12"
"Barr Faughny","New Zealand","Smooth Sliky Salty","25/01/2023","$4,552.15",172,4552.15,"2023-01-25"
"Ches Bonnell","UK","85% Dark Bars","28/06/2023","$15,944.86",11,15944.86,"2023-06-28"
"Dennison Crosswaite","Australia","Drinking Coco","13/07/2023","$7,722.58",188,7722.58,"2023-07-13"
"Roddy Speechley","USA","Milk Bars","16/05/2023","$3,105.38",268,3105.38,"2023-05-16"
"Jan Morforth","India","After Nines","14/03/2023","$6,994.35",179,"6994.35","2023-03-14"
"Gunar Cockshoot","USA","After Nines","15/08/2023","$4,264.49",252,"4264.49","2023-08-15"
"Ches Bonnell","India","Orange Choco","16/02/2023","$1,215.30",271,"1215.30","2023-02-16"
"Mallorie Waber","UK","Manuka Honey Choco","15/06/2023","$8,519.37",45,"8519.37","2023-06-15"
"Barr Faughny","Australia","Raspberry Choco","27/05/2023","$9,810.95",105,"9810.95","2023-05-27"
"Wilone O'Kielt","USA","Drinking Coco","14/06/2023","$1,065.63",107,"1065.63","2023-06-14"
"Wilone O'Kielt","India","Eclairs","25/02/2023","$3,894.68",80,"3894.68","2023-02-25"
"Wilone O'Kielt","India","After Nines","04/08/2023","$12,194.27",252,"12194.27","2023-08-04"
"Kelci Walkden","India","99% Dark & Pure","28/06/2023","$2,455.13",236,"2455.13","2023-06-28"
"Gunar Cockshoot","Canada","Spicy Special Slims","05/04/2023","$14,887.76",12,"14887.76","2023-04-05"
"Madelene Upcott","Canada","Peanut Butter Cubes","05/07/2023","$15,276.46",121,"15276.46","2023-07-05"
"Kaine Padly","New Zealand","Eclairs","20/01/2023","$13,520.48",47,"13520.48","2023-01-20"
"Ches Bonnell","New Zealand","Drinking Coco","16/02/2023","$9,195.53",127,"9195.53","2023-02-16"
"Curtice Advani","UK","Drinking Coco","12/07/2023","$460.98",182,"460.98","2023-07-12"
"Kelci Walkden","India","Raspberry Choco","16/06/2023","$8,216.56",257,"8216.56","2023-06-16"
"Dotty Strutley","Australia","Choco Coated Almonds","13/04/2023","$1,863.54",277,"1863.54","2023-04-13"
"Kaine Padly","UK","50% Dark Bites","21/02/2023","$3,283.00",72,"3283.00","2023-02-21"
"Roddy Speechley","Canada","Choco Coated Almonds","11/05/2023","$5,967.18",247,"5967.18","2023-05-11"
"Ches Bonnell","India","50% Dark Bites","15/04/2023","$12,083.50",334,"12083.50","2023-04-15"
"Oby Sorrel","Canada","Peanut Butter Cubes","07/06/2023","$12,397.06",179,"12397.06","2023-06-07"
"Oby Sorrel","UK","White Choc","27/06/2023","$1,746.01",280,"1746.01","2023-06-27"
"Barr Faughny","India","After Nines","29/07/2023","$9,021.65",104,"9021.65","2023-07-29"
"Wilone O'Kielt","Canada","Smooth Sliky Salty","02/06/2023","$5,263.45",165,"5263.45","2023-06-02"
"Rafaelita Blaksland","India","Mint Chip Choco","26/01/2023","$15,473.00",91,"15473.00","2023-01-26"
"Rafaelita Blaksland","Canada","99% Dark & Pure","02/03/2023","$5,566.57",140,"5566.57","2023-03-02"
"Van Tuxwell","Australia","70% Dark Bites","10/01/2023","$8,111.43",111,"8111.43","2023-01-10"
"Beverie Moffet","USA","70% Dark Bites","27/06/2023","$2,341.80",117,"2341.80","2023-06-27"
"Barr Faughny","Canada","Orange Choco","30/06/2023","$8,650.42",19,"8650.42","2023-06-30"
"Roddy Speechley","Australia","85% Dark Bars","08/07/2023","$4,444.72",77,"4444.72","2023-07-08"
"Oby Sorrel","India","Spicy Special Slims","08/06/2023","$12,531.37",86,"12531.37","2023-06-08"
"Jan Morforth","UK","Manuka Honey Choco","18/08/2023","$3,558.89",231,"3558.89","2023-08-18"
"Kaine Padly","Australia","After Nines","08/04/2023","$7,889.90",300,"7889.90","2023-04-08"
"Wilone O'Kielt","Canada","Fruit & Nut Bars","08/08/2023","$3,589.18",176,"3589.18","2023-08-08"
"Wilone O'Kielt","UK","Milk Bars","26/08/2023","$305.39",62,"305.39","2023-08-26"
"Oby Sorrel","Canada","Fruit & Nut Bars","14/01/2023","$1,896.64",161,"1896.64","2023-01-14"
"Dennison Crosswaite","USA","Baker's Choco Chips","11/08/2023","$18,494.72",298,"18494.72","2023-08-11"
"Madelene Upcott","USA","Almond Choco","31/05/2023","$11,103.47",24,"11103.47","2023-05-31"
"Van Tuxwell","New Zealand","50% Dark Bites","11/07/2023","$4,162.28",11,"4162.28","2023-07-11"
"Karlen McCaffrey","Canada","Caramel Stuffed Bars","02/03/2023","$3,357.30",308,"3357.30","2023-03-02"
"Madelene Upcott","Australia","Raspberry Choco","13/07/2023","$7,033.52",94,"7033.52","2023-07-13"
"Rafaelita Blaksland","UK","Spicy Special Slims","03/08/2023","$9,896.80",143,"9896.80","2023-08-03"
"Curtice Advani","UK","Peanut Butter Cubes","01/03/2023","$15,653.44",175,"15653.44","2023-03-01"
"Kelci Walkden","New Zealand","White Choc","13/04/2023","$7,899.31",148,"7899.31","2023-04-13"
"Beverie Moffet","Canada","Fruit & Nut Bars","14/02/2023","$10,644.74",172,"10644.74","2023-02-14"
"Mallorie Waber","India","White Choc","26/07/2023","$872.83",224,"872.83","2023-07-26"
"Brien Boise","UK","Drinking Coco","27/01/2023","$6,337.94",128,"6337.94","2023-01-27"
"Jehu Rudeforth","India","Peanut Butter Cubes","14/04/2023","$31.15",451,"31.15","2023-04-14"
"Oby Sorrel","USA","Almond Choco","19/05/2023","$7,107.55",142,"7107.55","2023-05-19"
"Husein Augar","India","Eclairs","09/02/2023","$5,465.85",56,"5465.85","2023-02-09"
"Brien Boise","UK","Spicy Special Slims","25/05/2023","$2,462.14",60,"2462.14","2023-05-25"
"Oby Sorrel","Australia","Manuka Honey Choco","26/01/2023","$4,194.44",80,"4194.44","2023-01-26"
"Beverie Moffet","India","White Choc","04/07/2023","$1,994.44",299,"1994.44","2023-07-04"
"Ches Bonnell","India","Almond Choco","13/04/2023","$12,124.05",80,"12124.05","2023-04-13"
"Gigi Bohling","Australia","Smooth Sliky Salty","25/01/2023","$5,884.09",117,"5884.09","2023-01-25"
"Camilla Castle","USA","85% Dark Bars","25/04/2023","$2,639.16",80,"2639.16","2023-04-25"
"Camilla Castle","USA","Eclairs","10/06/2023","$5,031.40",401,"5031.40","2023-06-10"
"Madelene Upcott","New Zealand","White Choc","22/08/2023","$11,510.71",56,"11510.71","2023-08-22"
"Van Tuxwell","India","After Nines","27/06/2023","$15,021.98",211,"15021.98","2023-06-27"
"Husein Augar","India","Orange Choco","30/06/2023","$4,517.19",40,"4517.19","2023-06-30"
"Jehu Rudeforth","India","Almond Choco","30/08/2023","$10,778.53",99,"10778.53","2023-08-30"
"Karlen McCaffrey","Australia","Raspberry Choco","23/08/2023","$1,145.72",60,"1145.72","2023-08-23"
"Camilla Castle","New Zealand","99% Dark & Pure","26/08/2023","$2,518.50",45,"2518.50","2023-08-26"
"Gigi Bohling","Australia","Orange Choco","09/03/2023","$596.63",158,"596.63","2023-03-09"
"Kelci Walkden","UK","Drinking Coco","20/04/2023","$1,858.71",24,"1858.71","2023-04-20"
"Mallorie Waber","Canada","Caramel Stuffed Bars","10/06/2023","$5,194.28",547,"5194.28","2023-06-10"
"Husein Augar","Australia","Organic Choco Syrup","08/02/2023","$960.69",155,"960.69","2023-02-08"
"Brien Boise","Australia","White Choc","25/08/2023","$5,347.12",23,"5347.12","2023-08-25"
"Dotty Strutley","India","Peanut Butter Cubes","16/02/2023","$9,805.11",76,"9805.11","2023-02-16"
"Dennison Crosswaite","UK","99% Dark & Pure","30/05/2023","$13,205.42",26,"13205.42","2023-05-30"
"Gigi Bohling","New Zealand","50% Dark Bites","29/06/2023","$5,929.20",65,"5929.20","2023-06-29"
"Gigi Bohling","USA","Milk Bars","16/06/2023","$516.92",141,"516.92","2023-06-16"
"Brien Boise","UK","Caramel Stuffed Bars","04/03/2023","$2,882.76",145,"2882.76","2023-03-04"
"Curtice Advani","New Zealand","Peanut Butter Cubes","15/03/2023","$1,637.72",454,"1637.72","2023-03-15"
"Curtice Advani","New Zealand","50% Dark Bites","27/01/2023","$10,791.46",88,"10791.46","2023-01-27"
"Beverie Moffet","Canada","Drinking Coco","05/07/2023","$1,093.46",115,"1093.46","2023-07-05"
"Barr Faughny","USA","Caramel Stuffed Bars","29/03/2023","$3,407.61",316,"3407.61","2023-03-29"
"Mallorie Waber","Canada","Almond Choco","12/05/2023","$4,753.93",37,"4753.93","2023-05-12"
"Oby Sorrel","USA","Drinking Coco","11/03/2023","$8,280.62",47,"8280.62","2023-03-11"
"Brien Boise","New Zealand","Eclairs","11/07/2023","$4,981.78",299,"4981.78","2023-07-11"
"Gunar Cockshoot","New Zealand","Choco Coated Almonds","01/08/2023","$13,998.33",60,"13998.33","2023-08-01"
"Gunar Cockshoot","UK","Spicy Special Slims","16/02/2023","$13,105.65",199,"13105.65","2023-02-16"
"Curtice Advani","USA","After Nines","13/04/2023","$15,728.81",256,"15728.81","2023-04-13"
"Oby Sorrel","India","Choco Coated Almonds","14/02/2023","$53.85",399,"53.85","2023-02-14"
"Ches Bonnell","Australia","Peanut Butter Cubes","14/03/2023","$10,857.23",73,"10857.23","2023-03-14"
"Oby Sorrel","Australia","Spicy Special Slims","26/04/2023","$12,412.53",25,"12412.53","2023-04-26"
"Jehu Rudeforth","Canada","Manuka Honey Choco","05/04/2023","$3,669.15",209,"3669.15","2023-04-05"
"Camilla Castle","Canada","Drinking Coco","03/03/2023","$13,555.26",279,"13555.26","2023-03-03"
"Kaine Padly","USA","Spicy Special Slims","13/06/2023","$2,333.84",171,"2333.84","2023-06-13"
"Marney O'Breen","New Zealand","70% Dark Bites","14/02/2023","$8,973.05",360,"8973.05","2023-02-14"
"Roddy Speechley","New Zealand","99% Dark & Pure","18/04/2023","$8,610.38",188,"8610.38","2023-04-18"
"Oby Sorrel","New Zealand","85% Dark Bars","01/02/2023","$3,432.30",452,"3432.30","2023-02-01"
"Dotty Strutley","New Zealand","Orange Choco","04/08/2023","$2,283.39",155,"2283.39","2023-08-04"
"Andria Kimpton","New Zealand","Almond Choco","05/04/2023","$7,190.49",165,"7190.49","2023-04-05"
"Karlen McCaffrey","Australia","99% Dark & Pure","26/01/2023","$11,303.07",166,"11303.07","2023-01-26"
"Kaine Padly","UK","After Nines","21/01/2023","$18,911.49",171,"18911.49","2023-01-21"
"Kaine Padly","Canada","After Nines","22/08/2023","$6,233.02",178,"6233.02","2023-08-22"
"Kaine Padly","UK","Drinking Coco","27/01/2023","$2,334.50",233,"2334.50","2023-01-27"
"Rafaelita Blaksland","UK","50% Dark Bites","16/02/2023","$11,099.73",73,"11099.73","2023-02-16"
"Dotty Strutley","USA","Raspberry Choco","03/01/2023","$3,590.55",47,"3590.55","2023-01-03"
"Karlen McCaffrey","USA","White Choc","24/08/2023","$5,209.40",2,"5209.40","2023-08-24"
"Oby Sorrel","USA","Spicy Special Slims","07/02/2023","$6,315.14",398,"6315.14","2023-02-07"
"Mallorie Waber","Australia","Smooth Sliky Salty","11/02/2023","$4,454.71",117,"4454.71","2023-02-11"
"Kaine Padly","Canada","Organic Choco Syrup","29/03/2023","$6,078.71",78,"6078.71","2023-03-29"
"Marney O'Breen","USA","Peanut Butter Cubes","15/06/2023","$695.96",363,"695.96","2023-06-15"
"Dennison Crosswaite","UK","Smooth Sliky Salty","26/04/2023","$563.76",151,"563.76","2023-04-26"
"Brien Boise","Australia","Organic Choco Syrup","15/07/2023","$4,479.69",261,"4479.69","2023-07-15"
"Beverie Moffet","India","Organic Choco Syrup","23/06/2023","$1,093.72",22,"1093.72","2023-06-23"
"Dennison Crosswaite","Australia","Baker's Choco Chips","11/01/2023","$15,870.43",449,"15870.43","2023-01-11"
"Beverie Moffet","UK","50% Dark Bites","09/02/2023","$2,529.82",297,"2529.82","2023-02-09"
"Van Tuxwell","UK","Almond Choco","06/06/2023","$11,258.39",217,"11258.39","2023-06-06"
"Dotty Strutley","UK","Caramel Stuffed Bars","10/08/2023","$6,180.45",230,"6180.45","2023-08-10"
"Wilone O'Kielt","Australia","Smooth Sliky Salty","04/01/2023","$2,496.06",45,"2496.06","2023-01-04"
"Andria Kimpton","Canada","70% Dark Bites","08/04/2023","$10,964.29",16,"10964.29","2023-04-08"
"Barr Faughny","UK","Milk Bars","02/03/2023","$4,012.51",409,"4012.51","2023-03-02"
"Van Tuxwell","Canada","Drinking Coco","15/06/2023","$4,919.25",746,"4919.25","2023-06-15"
"Jehu Rudeforth","Australia","After Nines","14/02/2023","$5,602.02",51,"5602.02","2023-02-14"
"Husein Augar","UK","After Nines","05/07/2023","$3,563.87",372,"3563.87","2023-07-05"
"Barr Faughny","India","Mint Chip Choco","12/01/2023","$8,313.09",493,"8313.09","2023-01-12"
"Curtice Advani","India","Mint Chip Choco","03/03/2023","$8,447.48",96,"8447.48","2023-03-03"
"Jehu Rudeforth","New Zealand","Milk Bars","18/05/2023","$2,646.23",198,"2646.23","2023-05-18"
"Gunar Cockshoot","India","Caramel Stuffed Bars","28/07/2023","$2,706.83",198,"2706.83","2023-07-28"
"Curtice Advani","UK","Manuka Honey Choco","07/02/2023","$1,710.48",108,"1710.48","2023-02-07"
"Andria Kimpton","India","Orange Choco","30/05/2023","$318.19",417,"318.19","2023-05-30"
"Mallorie Waber","Australia","Raspberry Choco","25/04/2023","$9,479.65",26,"9479.65","2023-04-25"
"Beverie Moffet","Canada","85% Dark Bars","16/02/2023","$6,393.20",44,"6393.20","2023-02-16"
"Kelci Walkden","Australia","Drinking Coco","04/05/2023","$1,355.65",60,"1355.65","2023-05-04"
"Van Tuxwell","Canada","70% Dark Bites","02/06/2023","$7,911.23",74,"7911.23","2023-06-02"
"Dennison Crosswaite","USA","Caramel Stuffed Bars","11/07/2023","$2,583.03",501,"2583.03","2023-07-11"
"Beverie Moffet","New Zealand","Spicy Special Slims","07/06/2023","$66.13",65,"66.13","2023-06-07"
"Jan Morforth","UK","Almond Choco","06/07/2023","$10,668.69",150,"10668.69","2023-07-06"
"Husein Augar","India","Raspberry Choco","15/06/2023","$10,994.30",152,"10994.30","2023-06-15"
"Dotty Strutley","India","Mint Chip Choco","14/04/2023","$1,259.61",227,"1259.61","2023-04-14"
"Camilla Castle","India","Drinking Coco","08/08/2023","$492.13",164,"492.13","2023-08-08"
"Marney O'Breen","UK","Drinking Coco","29/03/2023","$1,016.77",28,"1016.77","2023-03-29"
"Roddy Speechley","Australia","Organic Choco Syrup","04/07/2023","$4,111.42",81,"4111.42","2023-07-04"
"Ches Bonnell","India","99% Dark & Pure","16/02/2023","$503.97",105,"503.97","2023-02-16"
"Rafaelita Blaksland","Canada","Spicy Special Slims","02/05/2023","$2,883.71",163,"2883.71","2023-05-02"
"Van Tuxwell","India","Eclairs","21/07/2023","$11,861.89",105,"11861.89","2023-07-21"
"Gunar Cockshoot","Australia","99% Dark & Pure","18/08/2023","$8,564.73",237,"8564.73","2023-08-18"
"Kaine Padly","USA","85% Dark Bars","22/06/2023","$538.03",271,"538.03","2023-06-22"
"Camilla Castle","UK","Peanut Butter Cubes","19/07/2023","$5,231.88",125,"5231.88","2023-07-19"
"Madelene Upcott","UK","Peanut Butter Cubes","12/08/2023","$7,916.13",84,"7916.13","2023-08-12"
"Madelene Upcott","USA","Choco Coated Almonds","07/06/2023","$6,016.32",143,"6016.32","2023-06-07"
"Marney O'Breen","Canada","Peanut Butter Cubes","08/03/2023","$7,504.86",97,"7504.86","2023-03-08"
"Ches Bonnell","Australia","Choco Coated Almonds","08/04/2023","$1,590.98",182,"1590.98","2023-04-08"
"Curtice Advani","Canada","Eclairs","06/05/2023","$740.07",205,"740.07","2023-05-06"
"Roddy Speechley","India","Drinking Coco","31/05/2023","$4,591.11",11,"4591.11","2023-05-31"
"Van Tuxwell","Australia","Mint Chip Choco","13/01/2023","$2,686.51",324,"2686.51","2023-01-13"
"Dennison Crosswaite","USA","70% Dark Bites","15/03/2023","$735.48",77,"735.48","2023-03-15"
"Andria Kimpton","Canada","Peanut Butter Cubes","16/02/2023","$1,160.54",311,"1160.54","2023-02-16"
"Gigi Bohling","USA","70% Dark Bites","14/01/2023","$8,078.15",189,"8078.15","2023-01-14"
"Rafaelita Blaksland","Australia","White Choc","21/03/2023","$7,467.74",111,"7467.74","2023-03-21"
"Roddy Speechley","Canada","Drinking Coco","17/05/2023","$7,588.41",342,"7588.41","2023-05-17"
"Camilla Castle","New Zealand","85% Dark Bars","08/08/2023","$15,372.54",57,"15372.54","2023-08-08"
"Madelene Upcott","Canada","Milk Bars","26/04/2023","$3,907.50",86,"3907.50","2023-04-26"
"Madelene Upcott","Australia","70% Dark Bites","15/04/2023","$3,740.76",255,"3740.76","2023-04-15"
"Oby Sorrel","Canada","Eclairs","19/05/2023","$6,211.75",561,"6211.75","2023-05-19"
"Dennison Crosswaite","Canada","Drinking Coco","10/01/2023","$2,924.46",25,"2924.46","2023-01-10"
"Mallorie Waber","New Zealand","After Nines","04/05/2023","$501.79",241,"501.79","2023-05-04"
"Roddy Speechley","Canada","White Choc","05/04/2023","$6,594.09",270,"6594.09","2023-04-05"
"Andria Kimpton","India","After Nines","17/01/2023","$960.68",71,"960.68","2023-01-17"
"Roddy Speechley","India","Spicy Special Slims","22/03/2023","$11,370.32",170,"11370.32","2023-03-22"
"Dotty Strutley","Australia","White Choc","05/07/2023","$6,067.94",94,"6067.94","2023-07-05"
"Oby Sorrel","Canada","Orange Choco","27/04/2023","$8,909.75",355,"8909.75","2023-04-27"
"Kaine Padly","Canada","Almond Choco","12/08/2023","$6,865.35",75,"6865.35","2023-08-12"
"Jan Morforth","UK","Baker's Choco Chips","11/03/2023","$805.23",259,"805.23","2023-03-11"
"Jehu Rudeforth","UK","Fruit & Nut Bars","13/05/2023","$9,851.62",221,"9851.62","2023-05-13"
"Dennison Crosswaite","USA","Smooth Sliky Salty","12/05/2023","$11,823.35",90,"11823.35","2023-05-12"
"Brien Boise","USA","Raspberry Choco","12/01/2023","$683.63",202,"683.63","2023-01-12"
"Madelene Upcott","New Zealand","Milk Bars","29/03/2023","$14,002.42",388,"14002.42","2023-03-29"
"Roddy Speechley","India","50% Dark Bites","14/03/2023","$8,744.95",12,"8744.95","2023-03-14"
"Barr Faughny","New Zealand","99% Dark & Pure","24/05/2023","$9,294.14",201,"9294.14","2023-05-24"
"Dennison Crosswaite","Canada","Organic Choco Syrup","28/01/2023","$8,831.89",79,"8831.89","2023-01-28"
"Beverie Moffet","India","Almond Choco","24/05/2023","$3,474.98",104,"3474.98","2023-05-24"
"Brien Boise","Australia","Peanut Butter Cubes","19/08/2023","$311.61",204,"311.61","2023-08-19"
"Karlen McCaffrey","Australia","Spicy Special Slims","17/05/2023","$4,791.20",335,"4791.20","2023-05-17"
"Jehu Rudeforth","USA","White Choc","07/06/2023","$6,646.33",117,"6646.33","2023-06-07"
"Ches Bonnell","Canada","Organic Choco Syrup","26/07/2023","$593.63",229,"593.63","2023-07-26"
"Dotty Strutley","India","Eclairs","28/07/2023","$2,345.95",406,"2345.95","2023-07-28"
"Karlen McCaffrey","India","70% Dark Bites","23/05/2023","$5,083.07",368,"5083.07","2023-05-23"
"Jehu Rudeforth","UK","Mint Chip Choco","04/01/2024","$6,339.57",187,"6339.57","2024-01-04"
"Van Tuxwell","India","85% Dark Bars","01/08/2024","$9,005.87",90,"9005.87","2024-08-01"
"Gigi Bohling","India","Peanut Butter Cubes","07/07/2024","$5,159.07",87,"5159.07","2024-07-07"
"Jan Morforth","Australia","Peanut Butter Cubes","27/04/2024","$13,370.97",349,"13370.97","2024-04-27"
"Jehu Rudeforth","UK","Peanut Butter Cubes","24/02/2024","$14,791.64",182,"14791.64","2024-02-24"
"Van Tuxwell","India","Smooth Sliky Salty","06/06/2024","$6,429.35",40,"6429.35","2024-06-06"
"Oby Sorrel","UK","99% Dark & Pure","25/01/2024","$15,900.60",188,"15900.60","2024-01-25"
"Gunar Cockshoot","Australia","After Nines","24/03/2024","$3,400.26",77,"3400.26","2024-03-24"
"Jehu Rudeforth","New Zealand","50% Dark Bites","20/04/2024","$4,357.76",63,"4357.76","2024-04-20"
"Brien Boise","Australia","99% Dark & Pure","04/07/2024","$3,356.17",111,"3356.17","2024-07-04"
"Rafaelita Blaksland","UK","Smooth Sliky Salty","13/01/2024","$5,287.86",67,"5287.86","2024-01-13"
"Barr Faughny","USA","Orange Choco","10/03/2024","$4,244.36",11,"4244.36","2024-03-10"
"Mallorie Waber","Canada","Eclairs","13/01/2024","$1,671.64",277,"1671.64","2024-01-13"
"Karlen McCaffrey","New Zealand","Drinking Coco","28/07/2024","$181.84",167,"181.84","2024-07-28"
"Marney O'Breen","New Zealand","Peanut Butter Cubes","03/08/2024","$8,950.59",189,"8950.59","2024-08-03"
"Beverie Moffet","Australia","Organic Choco Syrup","26/01/2024","$7,271.76",385,"7271.76","2024-01-26"
"Van Tuxwell","Canada","Organic Choco Syrup","14/02/2024","$4,864.83",42,"4864.83","2024-02-14"
"Roddy Speechley","USA","Smooth Sliky Salty","05/04/2024","$3,175.11",149,"3175.11","2024-04-05"
"Beverie Moffet","Canada","Milk Bars","16/02/2024","$10,137.79",250,"10137.79","2024-02-16"
"Curtice Advani","UK","85% Dark Bars","08/06/2024","$1,206.95",174,"1206.95","2024-06-08"
"Brien Boise","Australia","Eclairs","27/06/2024","$8,222.65",92,"8222.65","2024-06-27"
"Gunar Cockshoot","USA","Spicy Special Slims","17/02/2024","$1,440.85",152,"1440.85","2024-02-17"
"Marney O'Breen","USA","After Nines","30/05/2024","$5,611.65",159,"5611.65","2024-05-30"
"Husein Augar","UK","Drinking Coco","14/03/2024","$3,562.44",111,"3562.44","2024-03-14"
